danm_id,commercial_name,active,inscription_date,registry_number,nombre_comercial_second,status,formula,active_ingredient,concentration,pharmaceutical_form_name,pharmaceutical_company,level_price,range_price,minimum_price_presentation,maximum_price_presentation,ranges_prices
7086,EPINEFRINA VIJOSA 1:1000  SOLUCION INYECTABLE,A,1973/04/25,7086,EPINEFRINA VIJOSA 1:1000  SOLUCION INYECTABLE,A,EPINEFRINA 1 mg.,EPINEFRINA,1 mg.,SOLUCION INYECTABLE,LABORATORIOS VIJOSA,0.65,0.65,1.26,3,$1.26 - $3.00
7087,FENOBARBITAL SODICO VIJOSA 130mg/2mL SOLUCION INYECTABLE,A,1973/04/25,7087,FENOBARBITAL SODICO VIJOSA 130mg/2mL SOLUCION INYECTABLE,A,FENOBARBITAL SODICO 130 mg.,FENOBARBITAL SODICO,130 mg.,SOLUCION INYECTABLE,LABORATORIOS VIJOSA,,,,,
7090,PROGESTIN DEPOT 250 (250 mg/2mL) SOLUCION INYECTABLE,A,1973/04/25,7090,PROGESTIN DEPOT 250 (250 mg/2mL) SOLUCION INYECTABLE,A,HIDROXIPROGESTERONA 250 mg.,HIDROXIPROGESTERONA,250 mg.,SOLUCION INYECTABLE,LABORATORIOS VIJOSA,4.25,4.25,8.51,8.51,$8.51 - $8.51
7091,RELAFLEX  (60 mg/2 mL)  SOLUCION INYECTABLE,A,1973/04/25,7091,RELAFLEX  (60 mg/2 mL)  SOLUCION INYECTABLE,A,Orfenadrina citrato 60 mg.,Orfenadrina citrato,60 mg.,SOLUCION INYECTABLE,LABORATORIOS VIJOSA,0.79,0.79,2.31,2.39,$2.31 - $2.39
7094,CLORURO DE SODIO CON FENOL VIJOSA 0.9%SOLUCION INYECTABLE,A,1973/04/25,7094,CLORURO DE SODIO CON FENOL VIJOSA 0.9%SOLUCION INYECTABLE,A,CLORURO DE SODIO 9 mg.,CLORURO DE SODIO,9 mg.,SOLUCION INYECTABLE,LABORATORIOS VIJOSA,,,,,
7095,TESTEX 100mg/mL SOLUCION INYECTABLE,A,1973/05/04,7095,TESTEX 100mg/mL SOLUCION INYECTABLE,A,Cipionato de testosterona 100 mg.,Cipionato de testosterona,100 mg.,SOLUCION INYECTABLE,LABORATORIOS VIJOSA,15.13,15.13,15.13,15.13,$15.13 - $15.13
7125,ERITROMICINA MK 250  mg/5 mL SUSPENSION,A,1973/05/23,7125,ERITROMICINA MK 250  mg/5 mL SUSPENSION,A,Eritromicina estolato 400.56 mg.,Eritromicina estolato,400.56 mg.,SUSPENSION,"CORPORACION BONIMA, S.A. DE C.V.",0.08,0.08,4.63,4.63,$4.63 - $4.63
7132,EMEDRINATO 50 mg TABLETA,A,1973/04/04,7132,EMEDRINATO 50 mg TABLETA,A,Dimenhidrinato 50 mg.,Dimenhidrinato,50 mg.,TABLETA,"PROCAPS, S.A. DE C.V.",,,,,
7178,UVAMIN RETARD 100mg CAPSULAS,A,1973/05/23,7178,UVAMIN RETARD 100mg CAPSULAS,A,NITROFURANTOINA 100 mg.,NITROFURANTOINA,100 mg.,CAPSULA,"ACINO PHARMA AG (BIRSWEG 2, 4253)",0.55,0.55,12.32,552.62,$12.32 - $552.62
7205,PEDIALYTE 30 mEq SOLUCIÓN ELECTROLÍTICA PARA REHIDRATACIÓN SABOR CLÁSICO,A,1973/07/04,7205,PEDIALYTE 30 mEq SOLUCIÓN ELECTROLÍTICA PARA REHIDRATACIÓN SABOR CLÁSICO,A,Cloruro de calcio dihidratado 29.4 mg. + Cloruro de magnesio 40.7 mg. + LACTATO DE SODIO 523.3 mg. + CLORURO DE POTASIO 149.1 mg. + Glucosa 4550 mg. + CLORURO DE SODIO 11.7 mg.,Cloruro de calcio dihidratado + Cloruro de magnesio + LACTATO DE SODIO + CLORURO DE POTASIO + Glucosa + CLORURO DE SODIO,29.4 mg. + 40.7 mg. + 523.3 mg. + 149.1 mg. + 4550 mg. + 11.7 mg.,SOLUCIÓN DE REHIDRATACIÓN ORAL,"ABBOTT LABORATORIES DE MEXICO, S.A. DE C.V.",0.01,0.01,3.09,3.09,$3.09 - $3.09
7233,DOLAREN ANTIGRIPAL PM TABLETAS,A,1973/08/15,7233,PULMO GRIP EXTRA FUERTE TABLETAS ,A,DEXTROMETORFANO HBr 16.4 mg. + FENILEFRINA HCl 5.4 mg. + Acetaminofén 566.7 mg. + CLORFENIRAMINA MALEATO 2.2 mg.,DEXTROMETORFANO HBr + FENILEFRINA HCl + Acetaminofén + CLORFENIRAMINA MALEATO,16.4 mg. + 5.4 mg. + 566.7 mg. + 2.2 mg.,TABLETA,LABORATORIOS VIJOSA,0.08,0.08,2,2,$2.00 - $2.00
7234,DEXA DOCEPLEX D.A. SOLUCIÓN INYECTABLE,A,1973/08/15,7234,DEXA DOCEPLEX D.A. SOLUCIÓN INYECTABLE,A,Dexametasona fosfato sódico 4.37 mg. + Piridoxina clorhidrato 100 mg. + Tiamina clorhidrato 100 mg. + Cianocobalamina 5 mg.,Dexametasona fosfato sódico + Piridoxina clorhidrato + Tiamina clorhidrato + Cianocobalamina,4.37 mg. + 100 mg. + 100 mg. + 5 mg.,SOLUCION INYECTABLE,LABORATORIOS VIJOSA,4.52,4.52,6,6.04,$6.00 - $6.04
7248,TRIMETOPRIMA SULFAMETOXAZOL MK 40mg/200mg/5mL SUSPENSION,A,1973/08/29,7248,TRIMETOPRIMA SULFAMETOXAZOL MK 40mg/200mg/5mL SUSPENSION,A,Sulfametoxazol 200 mg. + Trimetoprim 40 mg.,Sulfametoxazol + Trimetoprim,200 mg. + 40 mg.,SUSPENSION,"CORPORACION BONIMA, S.A. DE C.V.",0.06,0.06,5.63,5.63,$5.63 - $5.63
7315,BETNOVATE LOCION CAPILAR 0.1%,A,1973/09/12,7315,BETNOVATE LOCION CAPILAR 0.1%,A,Betametasona valerato 0.122 %,Betametasona valerato,0.122 %,LOCION,ASPEN BAD OLDESLOE GMBH,0.24,0.24,14.41,14.41,$14.41 - $14.41
7391,PULMO GRIP VITAMINADO SOLUCIÓN INYECTABLE,A,1973/11/07,7391,PULMO GRIP VITAMINADO SOLUCIÓN INYECTABLE,A,Mentol 0.016 g. + MOROXIDINA 0.225 g. + Colecalciferol 1000 UI + ALCANFOR 0.194 g. + ESENCIA DE NIAOULI 0.13 ml. + COLESTERINA 0.03 g. + METAMIZOL SODICO 0.5 g. + VITAMINA A 4000 UI,Mentol + MOROXIDINA + Colecalciferol + ALCANFOR + ESENCIA DE NIAOULI + COLESTERINA + METAMIZOL SODICO + VITAMINA A,0.016 g. + 0.225 g. + 1000 UI + 0.194 g. + 0.13 ml. + 0.03 g. + 0.5 g. + 4000 UI,SOLUCION INYECTABLE,LABORATORIOS VIJOSA,1.36,1.36,2.73,2.73,$2.73 - $2.73
7392,DIPROSONE 0.5 mg CREMA,A,1973/10/24,7392,DIPROSONE 0.5 mg CREMA,A,Betametasona 0.64 mg.,Betametasona,0.64 mg.,CREMA,SCHERING PLOUGH LABO N.V. ,1.38,1.38,20.66,20.66,$20.66 - $20.66
7399,FUROSEMIDA MK 40 mg TABLETA,A,1973/10/24,7399,FUROSEMIDA MK 40 mg TABLETA,A,Furosemida 40.8 mg.,Furosemida,40.8 mg.,TABLETA,"CORPORACION BONIMA, S.A. DE C.V.",,,,,
7413,SOLU-MEDROL 500mg POLVO DISOLVENTE PARA SOLUCION INYECTABLE,A,1973/11/07,7413,SOLU-MEDROL 500mg POLVO DISOLVENTE PARA SOLUCION INYECTABLE,A,Metilprednisolona succinato sódico 500 mg.,Metilprednisolona succinato sódico,500 mg.,POLVO Y DISOLVENTE PARA SOLUCION INYECTABLE,PFIZER MANUFACTURING BELGIUM N.V.,39.32,39.32,35.53,43.1,$35.53 - $43.10
7414,PAREGORIN TABLETAS,A,1973/11/07,7414,PAREGORIN TABLETAS,A,Ácido benzoico 0.005 g. + ALCANFOR 0.002 g. + OPIO EN POLVO 0.005 g. + ESENCIA DE ANIS 0.005 g.,Ácido benzoico + ALCANFOR + OPIO EN POLVO + ESENCIA DE ANIS,0.005 g. + 0.002 g. + 0.005 g. + 0.005 g.,TABLETAS,LABORATORIOS FALMAR,0.64,0.64,2.5,41.25,$2.50 - $41.25
743,DEPO-MEDROL 40 mg SUSPENSIÓN INYECTABLE,A,1961/05/05,743,DEPO-MEDROL 40 mg SUSPENSIÓN INYECTABLE,A,ACETATO DE METILPREDNISOLONA 40 mg.,ACETATO DE METILPREDNISOLONA,40 mg.,SUSPENSION INYECTABLE,PFIZER MANUFACTURING BELGIUM N.V.,6.61,6.61,8.82,10.41,$8.82 - $10.41
7460,DILANTIN 100mg CAPSULAS DE LIBERACION PROLONGADA,A,1974/01/14,7460,DILANTIN 100mg CAPSULAS DE LIBERACION PROLONGADA,A,Fenitoína sódica 100 mg.,Fenitoína sódica,100 mg.,CAPSULAS DE LIBERACION PROLONGADA,PFIZER PHARMACEUTICALS LLC,0.37,0.37,24.08,26.07,$24.08 - $26.07
7487,MERISLON 6 mg TABLETAS,A,1973/06/23,7487,MERISLON 6 mg TABLETAS,A,BETAHISTINA 6 mg.,BETAHISTINA,6 mg.,TABLETAS,BORA PHARMACEUTICALS CO. LTD.,0.29,0.29,11.31,21.1,$11.31 - $21.10
7558,"VERMAGEST SOLUCION INYECTABLE
",A,1974/03/05,7558,"VERMAGEST SOLUCION INYECTABLE
",A,BENZOATO DE ESTRADIOL 30 mg. + Progesterona 30 mg.,BENZOATO DE ESTRADIOL + Progesterona,30 mg. + 30 mg.,SOLUCION INYECTABLE,LABORATORIOS VIJOSA,6.07,6.07,12.13,12.13,$12.13 - $12.13
7582,FENALER (10mg/mL) SOLUCION INYECTABLE,A,1974/03/05,7582,FENALER (10mg/mL) SOLUCION INYECTABLE,A,CLORFENIRAMINA MALEATO 10 mg.,CLORFENIRAMINA MALEATO,10 mg.,SOLUCION INYECTABLE,LABORATORIOS VIJOSA,1.61,1.61,3.13,9.66,$3.13 - $9.66
7619,HALDOL  5 mg TABLETAS ,A,1989/05/09,7619,HALDOL  5 mg TABLETAS ,A,Haloperidol 5 mg.,Haloperidol,5 mg.,TABLETA,"JANSSEN CILAG, S.A. DE C.V., MEXICO",0.57,0.57,11.4,11.4,$11.40 - $11.40
7642,MICROGYNON GRAGEAS,A,1974/04/23,7642,MICROGYNON GRAGEAS,A,Etinilestradiol 0.03 mg. + LEVONORGESTREL 0.15 mg.,Etinilestradiol + LEVONORGESTREL,0.03 mg. + 0.15 mg.,GRAGEAS,SCHERING DO BRASIL QUIMICA E FARMACEUTICA LTDA,0.27,0.27,5.77,5.77,$5.77 - $5.77
7645,ESBELCAPS CAPSULAS DE LIBERACION PROLONGADA 20 mg/6 mg,A,1974/04/23,7645,ESBELCAPS CAPSULAS DE LIBERACION PROLONGADA 20 mg/6 mg,A,FENPROPOREX  20 mg. + DIAZEPAM  6 mg.,FENPROPOREX  + DIAZEPAM ,20 mg. + 6 mg.,CAPSULA DE LIBERACIÓN PROLONGADA,"PRODUCTOS MEDIX, S.A. DE C.V.",1.45,1.45,43.54,43.54,$43.54 - $43.54
7751,NISTAFUNGUIN SUSPENSION ORAL,A,1974/06/04,7751,NISTAFUNGUIN SUSPENSION ORAL,A,NISTATINA 100000 UI,NISTATINA,100000 UI,SUSPENSION ORAL,LABORATORIOS LAFAR,0.19,0.19,5.59,5.59,$5.59 - $5.59
7753,ANTIFLU-DES CAPSULAS,A,1974/06/18,7753,ANTIFLU-DES CAPSULAS,A,Paracetamol 300 mg. + Clorfeniramina Maleato 3 mg. + Amantadina clorhidrato 50 mg.,Paracetamol + Clorfeniramina Maleato + Amantadina clorhidrato,300 mg. + 3 mg. + 50 mg.,CAPSULA,"PRODUCTOS FARMACÉUTICOS, S.A. DE C.V.",1.1,1.1,42.29,43.3,$42.29 - $43.30
7762,DOLAREN SOLUCION INYECTABLE,A,1974/06/04,7762,DOLAREN SOLUCION INYECTABLE,A,METAMIZOL SODICO 1 g.,METAMIZOL SODICO,1 g.,SOLUCION INYECTABLE,LABORATORIOS VIJOSA,0.32,0.32,0.79,18.3,$0.79 - $18.30
7763,DRAMAVOL 50mg/2mL SOLUCION INYECTABLE,A,1974/06/04,7763,DRAMAVOL 50mg/2mL SOLUCION INYECTABLE,A,Dimenhidrinato 50 mg.,Dimenhidrinato,50 mg.,SOLUCION INYECTABLE,LABORATORIOS VIJOSA,0.51,0.51,1.94,10.38,$1.94 - $10.38
7839,FERRUM-HAUSMANN AMPOLLAS BEBIBLES,A,1974/06/04,7839,FERRUM-HAUSMANN AMPOLLAS BEBIBLES,A,Hierro 71.4 mg.,Hierro,71.4 mg.,SOLUCION ORAL,ABDI IBRAHIM ILAC SANAYI VE TIC. A.S.,0.58,0.58,28.79,28.79,$28.79 - $28.79
7898,FOSFO B-12 SOLUCION,A,1974/08/13,7898,FOSFO B-12 SOLUCION,A,GLICEROFOSFATO DE MAGNESIO 0.72 g. + TIAMINA CLORHIDRATO (VITAMINA B1) 10 g. + GLICEROFOSFATO DE CALCIO 6.28 g. + Cianocobalamina 5000 mcg.,GLICEROFOSFATO DE MAGNESIO + TIAMINA CLORHIDRATO (VITAMINA B1) + GLICEROFOSFATO DE CALCIO + Cianocobalamina,0.72 g. + 10 g. + 6.28 g. + 5000 mcg.,SOLUCION,LABORATORIOS COFASA,0.04,0.04,7.07,15.68,$7.07 - $15.68
7918,MOTRIN 400 MG TABLETAS RECUBIERTAS,A,1974/09/10,7918,MOTRIN 400 MG TABLETAS RECUBIERTAS,A,Ibuprofeno 400 mg.,Ibuprofeno,400 mg.,TABLETAS RECUBIERTAS,PFIZER S.A. DE C.V.,,,,,
7953,FERRUM-16 JARABE,A,1974/09/10,7953,FERRUM-16 JARABE,A,TIAMINA CLORHIDRATO (VITAMINA B1) 25 mg. + RIBOFLAVINA (VITAMINA B2)  2 mg. + Sulfato de cobalto 0.5 mg. + Hierro amoniacal citrato 400 mg. + Nicotinamida 25 mg. + BIOTINA  0.3 mg. + Folacina 3 mg. + Colecalciferol 1 UI + Cianocobalamina 1 mcg. + GLUCONATO DE COBRE 0.5 mg. + Manganeso 0.5 mg. + MOLIBDENO 0.5 mg. + PANTOTENATO DE CALCIO 1 mg. + YODURO DE POTASIO 0.5 mg. + PIRIDOXINA 0.5 mg. + VITAMINA A 1000 UI,TIAMINA CLORHIDRATO (VITAMINA B1) + RIBOFLAVINA (VITAMINA B2)  + Sulfato de cobalto + Hierro amoniacal citrato + Nicotinamida + BIOTINA  + Folacina + Colecalciferol + Cianocobalamina + GLUCONATO DE COBRE + Manganeso + MOLIBDENO + PANTOTENATO DE CALCIO + YODURO DE POTASIO + PIRIDOXINA + VITAMINA A,25 mg. + 2 mg. + 0.5 mg. + 400 mg. + 25 mg. + 0.3 mg. + 3 mg. + 1 UI + 1 mcg. + 0.5 mg. + 0.5 mg. + 0.5 mg. + 1 mg. + 0.5 mg. + 0.5 mg. + 1000 UI,JARABE,LABORATORIO ANCALMO,0.08,0.08,12.09,16.74,$12.09 - $16.74
7985,PROGESTERONA VIJOSA 50 mg/mL SOLUCION INYECTABLE.,A,1974/10/08,7985,PROGESTERONA VIJOSA 50 mg/mL SOLUCION INYECTABLE.,A,Progesterona 100 mg.,Progesterona,100 mg.,SOLUCION INYECTABLE,LABORATORIOS VIJOSA,5.7,5.7,5.7,5.7,$5.70 - $5.70
8041,RIVOTRIL 2.5mg/mL GOTAS,A,1974/12/03,8041,RIVOTRIL 2.5mg/mL GOTAS,A,Clonazepam 2.5 mg.,Clonazepam,2.5 mg.,SOLUCION ORAL,PRODUCTOS ROCHE QUIMICOS E FARMACEUTICOS S.A.,1.04,1.04,10.43,10.43,$10.43 - $10.43
8042,RIVOTRIL 2 mg COMPRIMIDOS,A,1974/12/03,8042,RIVOTRIL 2 mg COMPRIMIDOS,A,Clonazepam 2 mg.,Clonazepam,2 mg.,COMPRIMIDOS,"RECIPHARM LEGANES, S.L.U.",0.35,0.35,10.56,10.56,$10.56 - $10.56
8061,NERVIOSINA 222-56 mg POLVOS,A,1975/01/15,8061,NERVIOSINA 222-56 mg POLVOS,A,CAFEINA ANHIDRA 0.056 g. + ACIDO ACETIL SALICILICO 0.222 g.,CAFEINA ANHIDRA + ACIDO ACETIL SALICILICO,0.056 g. + 0.222 g.,POLVO,LABORATORIOS HIFAR,0.09,0.09,2.78,7.49,$2.78 - $7.49
8099,LEXOTAN 3 mg  COMPRIMIDOS,A,1965/01/22,8099,LEXOTAN 3 mg  COMPRIMIDOS,A,BROMAZEPAM 3 mg.,BROMAZEPAM,3 mg.,COMPRIMIDOS,PRODUCTOS ROCHE QUIMICOS E FARMACEUTICOS S.A.,0.47,0.47,13.98,13.98,$13.98 - $13.98
8100,LEXOTAN 6 mg COMPRIMIDOS,A,1975/11/04,8100,LEXOTAN 6 mg COMPRIMIDOS,A,BROMAZEPAM 6 mg.,BROMAZEPAM,6 mg.,COMPRIMIDO,PRODUCTOS ROCHE QUIMICOS E FARMACEUTICOS S.A.,0.66,0.66,19.91,19.91,$19.91 - $19.91
8133,ACEITE  DE  RICINO  U.S.P.,A,1975/01/14,8133,ACEITE  DE  RICINO  U.S.P.,A,ACEITE DE RICINO 100 %,ACEITE DE RICINO,100 %,ACEITE,LABORATORIO QUIMICO FARMACEUTICO MEDITECH LABORATORIES DE CENTROAMERICA,0.05,0.05,2.85,2.85,$2.85 - $2.85
8199,OXITOCINA VIJOSA 5 U.I./mL SOLUCION INYECTABLE,A,1975/03/11,8199,OXITOCINA VIJOSA 5 U.I./mL SOLUCION INYECTABLE,A,Oxitocina 5 UI,Oxitocina,5 UI,SOLUCION INYECTABLE,LABORATORIOS VIJOSA,,,,,
8200,VIJOCAINA 2% SOLUCION INYECTABLE,A,1975/04/04,8200,VIJOCAINA 2% SOLUCION INYECTABLE,A,Lidocaína Clorhidrato 20 mg.,Lidocaína Clorhidrato,20 mg.,SOLUCION INYECTABLE,LABORATORIOS VIJOSA,0.05,0.05,2.61,3.27,$2.61 - $3.27
8223,NAPHACEL 5mg-1mg/1 mL OFTENO SOLUCIÓN,A,1975/04/08,8223,NAPHACEL 5mg-1mg/1 mL OFTENO SOLUCIÓN,A,HIPROMELOSA 2910 5 mg. + Nafazolina clorhidrato 1 mg.,HIPROMELOSA 2910 + Nafazolina clorhidrato,5 mg. + 1 mg.,SOLUCION,"LABORATORIOS SOPHIA, S.A. DE C.V. (1)",0.55,0.55,8.28,8.28,$8.28 - $8.28
8232,ANESTENKA 0.16 g/0.06 g/2mL SOLUCION,A,1975/04/08,8232,ANESTENKA 0.16 g/0.06 g/2mL SOLUCION,A,FENAZONA 0.06 g. + Benzocaína 0.16 g. + FENAZONA 0.06 g. + Benzocaína 0.16 g.,FENAZONA + Benzocaína + FENAZONA + Benzocaína,0.06 g. + 0.16 g. + 0.06 g. + 0.16 g.,SOLUCION,LABORATORIOS TERAMED,2.17,2.17,6.74,22.97,$6.74 - $22.97
8276,DALACIN C FOSFATO 600mg/4mL SOLUCION INYECTABLE,A,1975/05/06,8276,DALACIN C FOSFATO 600mg/4mL SOLUCION INYECTABLE,A,FOSFATO DE CLINDAMICINA 600 mg.,FOSFATO DE CLINDAMICINA,600 mg.,SOLUCION INYECTABLE,PFIZER MANUFACTURING BELGIUM N.V.,,,,,
8293,ANARA 750 mg/100 mL SOLUCION ORAL ,A,1975/01/15,8293,ANARA 750 mg/100 mL SOLUCION ORAL ,A,Picosulfato de sodio 750 mg.,Picosulfato de sodio,750 mg.,SOLUCION ORAL,"PRODUCTOS FARMACÉUTICOS, S.A. DE C.V.",0.33,0.33,6.6,6.6,$6.60 - $6.60
8300,HONGUINA LOCION (ANTIMICOTICA),A,1975/05/20,8300,HONGUINA LOCION (ANTIMICOTICA),A,BALSAMO DE EL SALVADOR 25 N/A,BALSAMO DE EL SALVADOR,25 N/A,LOCION,"LABORATORIOS SUIZOS, S.A. DE C.V.",0.18,0.18,3.5,3.5,$3.50 - $3.50
8314,ANARA 5 mg TABLETAS,A,1975/06/03,8314,ANARA 5 mg TABLETAS,A,Picosulfato de sodio 5 mg.,Picosulfato de sodio,5 mg.,TABLETA,"PRODUCTOS FARMACÉUTICOS, S.A. DE C.V.",0.16,0.16,31.77,31.77,$31.77 - $31.77
8341,BRONCOFIN JARABE,A,1975/06/23,,,,,,,,,0.05,0.05,6.4,6.4,$6.40 - $6.40
8357,ASCORBIN 250mg/mL SOLUCION INYECTABLE,A,1973/06/17,8357,ASCORBIN 250mg/mL SOLUCION INYECTABLE,A,ACIDO ASCORBICO 250 mg.,ACIDO ASCORBICO,250 mg.,SOLUCION INYECTABLE,LABORATORIOS VIJOSA,,,,,
8358,ASCORBIN 200 mg/mL SOLUCION INYECTABLE,A,1975/06/17,8358,ASCORBIN 200 mg/mL SOLUCION INYECTABLE,A,ACIDO ASCORBICO 1000 mg.,ACIDO ASCORBICO,1000 mg.,SOLUCION INYECTABLE,LABORATORIOS VIJOSA,,,,,
8359,EFEDRINA SULFATO VIJOSA 20mg/mL SOLUCION INYECTABLE,A,1975/06/17,8359,EFEDRINA SULFATO VIJOSA 20mg/mL SOLUCION INYECTABLE,A,EFEDRINA SULFATO 20 mg.,EFEDRINA SULFATO,20 mg.,SOLUCION INYECTABLE,LABORATORIOS VIJOSA,,,,,
8360,EFEDRINA SULFATO VIJOSA 25 mg/mL SOLUCION INYECTABLE,A,1974/06/17,8360,EFEDRINA SULFATO VIJOSA 25 mg/mL SOLUCION INYECTABLE,A,EFEDRINA SULFATO 25 mg.,EFEDRINA SULFATO,25 mg.,SOLUCION INYECTABLE,LABORATORIOS VIJOSA,,,,,
8361,EFEDRINA SULFATO VIJOSA 50 mg/mL SOLUCION INYECTABLE,A,1975/06/17,8361,EFEDRINA SULFATO VIJOSA 50 mg/mL SOLUCION INYECTABLE,A,EFEDRINA SULFATO 50 mg.,EFEDRINA SULFATO,50 mg.,SOLUCION INYECTABLE,LABORATORIOS VIJOSA,,,,,
8362,PASMOLIT SOLUCION INYECTABLE,A,1975/06/03,8362,PASMOLIT SOLUCION INYECTABLE,A,BROMURO DE N-BUTIL HIOSCINA 4 mg. + METAMIZOL SODICO 0.5 g.,BROMURO DE N-BUTIL HIOSCINA + METAMIZOL SODICO,4 mg. + 0.5 g.,SOLUCION INYECTABLE,LABORATORIOS VIJOSA,0.45,0.45,1.97,2.44,$1.97 - $2.44
8419,DEXA PLEXDOCIL D.A. SOLUCIÓN INYECTABLE,A,1975/07/08,8419,DEXA PLEXDOCIL D.A. SOLUCIÓN INYECTABLE,A,DEXAMETASONA SODIO FOSFATO 4 mg. + VITAMINA B12 (CIANOCOBALAMINA) 5 mg. + VITAMINA B1(TIAMINA HCL) 100 mg. + VITAMINA B6 (PIRIDOXIDINA HCl) 100 mg.,DEXAMETASONA SODIO FOSFATO + VITAMINA B12 (CIANOCOBALAMINA) + VITAMINA B1(TIAMINA HCL) + VITAMINA B6 (PIRIDOXIDINA HCl),4 mg. + 5 mg. + 100 mg. + 100 mg.,SOLUCION INYECTABLE,LABORATORIOS VIJOSA,,,,,
8420,TESTEX DEPOT 250 (250mg/2mL) SOLUCIÓN INYECTABLE,A,1975/07/08,8420,TESTEX DEPOT 250 (250mg/2mL) SOLUCIÓN INYECTABLE,A,Cipionato de testosterona 250 mg.,Cipionato de testosterona,250 mg.,SOLUCION INYECTABLE,LABORATORIOS VIJOSA,7.14,7.14,14.28,14.28,$14.28 - $14.28
8442,ARCALION 200 mg COMPRIMIDOS RECUBIERTOS,A,1975/08/12,8442,ARCALION 200 mg COMPRIMIDOS RECUBIERTOS,A,SULBUTIAMINA 200 mg.,SULBUTIAMINA,200 mg.,COMPRIMIDOS RECUBIERTOS,LES LABORATOIRES SERVIER INDUSTRIE,0.68,0.68,13.66,13.66,$13.66 - $13.66
8474,NOVAFEN (50 mg/2mL) SOLUCION INYECTABLE,A,1975/08/12,8474,NOVAFEN (50 mg/2mL) SOLUCION INYECTABLE,A,Prometazina Clorhidrato 50 mg.,Prometazina Clorhidrato,50 mg.,SOLUCION INYECTABLE,LABORATORIOS VIJOSA,,,,,
8475,"PLEXDOCIL 25,000 D.A. SOLUCION INYECTABLE",A,1975/08/12,8475,"PLEXDOCIL 25,000 D.A. SOLUCION INYECTABLE",A,VITAMINA B12 (CIANOCOBALAMINA) 5 mg. + VITAMINA B12a (HIDROXICOBALAMINA) 20 mg. + VITAMINA B1 100 mg. + VITAMINA B6 100 mg.,VITAMINA B12 (CIANOCOBALAMINA) + VITAMINA B12a (HIDROXICOBALAMINA) + VITAMINA B1 + VITAMINA B6,5 mg. + 20 mg. + 100 mg. + 100 mg.,SOLUCION INYECTABLE,LABORATORIOS VIJOSA,,,,,
8476,SEDATIL 5mg/mL SOLUCION INYECTABLE,A,1975/08/12,8476,SEDATIL 5mg/mL SOLUCION INYECTABLE,A,CLORPROMAZINA HCl 5 mg.,CLORPROMAZINA HCl,5 mg.,SOLUCION INYECTABLE,LABORATORIOS VIJOSA,2.8,2.8,14,14,$14.00 - $14.00
8477,SEDATIL 25 mg/mL SOLUCION INYECTABLE,A,1975/08/12,8477,SEDATIL 25 mg/mL SOLUCION INYECTABLE,A,CLORPROMAZINA HCl 25 mg.,CLORPROMAZINA HCl,25 mg.,SOLUCION INYECTABLE,LABORATORIOS VIJOSA,7.2,7.2,14.4,14.4,$14.40 - $14.40
8493,DERMOVATE 0.05% CREMA ,A,1975/09/09,8493,DERMOVATE 0.05% CREMA ,A,PROPIONATO DE CLOBETASOL 0.05 %,PROPIONATO DE CLOBETASOL,0.05 %,CREMA,"GLAXOSMITHKLINE BRASIL, LTDA.",1.31,1.31,10.79,11.27,$10.79 - $11.27
8494,DERMOVATE 0.05% UNGÜENTO TOPICO,A,1975/09/09,8494,DERMOVATE 0.05% UNGÜENTO TOPICO,A,PROPIONATO DE CLOBETASOL 0.5 mg.,PROPIONATO DE CLOBETASOL,0.5 mg.,UNGUENTO TOPICO ,"GLAXOSMITHKLINE BRASIL, LTDA.",0.36,0.36,10.82,10.82,$10.82 - $10.82
8544,EPAMIN SUSPENSION 125mg/5mL,A,1975/10/07,8544,EPAMIN SUSPENSION 125mg/5mL,A,FENITOINA 2.5 g.,FENITOINA,2.5 g.,SUSPENSION,PFIZER S.A. DE C.V.,0.12,0.12,14.58,14.58,$14.58 - $14.58
8568,BROMURO DE N-BUTILHIOSCINA VIJOSA 20 mg/mL SOLUCION INYECTABLE,A,1975/10/07,8568,BROMURO DE N-BUTILHIOSCINA VIJOSA 20 mg/mL SOLUCION INYECTABLE,A,Bromuro de N-Butilhioscina 20 mg.,Bromuro de N-Butilhioscina,20 mg.,SOLUCION INYECTABLE,LABORATORIOS VIJOSA,2.19,2.19,2.19,2.19,$2.19 - $2.19
8595,SYNTOS-C JARABE,A,1975/11/04,8595,SYNTOS-C JARABE,A,CLORURO DE AMONIO 210 mg. + EXTRACTO FLUIDO DE TOLU 750 mg. + Mentol 1 mg.,CLORURO DE AMONIO + EXTRACTO FLUIDO DE TOLU + Mentol,210 mg. + 750 mg. + 1 mg.,JARABE,"LABORATORIOS CAROSA, S.A. DE C.V.",0.07,0.07,5.58,5.72,$5.58 - $5.72
8601,VERMEX 100 mg/5mL SUSPENSION PEDIATRICO,A,1975/10/07,8601,VERMEX 100 mg/5mL SUSPENSION PEDIATRICO,A,Mebendazol 100 mg.,Mebendazol,100 mg.,SUSPENSION,"PROCAPS, S.A. DE C.V.",0.13,0.13,3.77,3.77,$3.77 - $3.77
8602,MEBENDAZOL GAL 100mg TABLETA,A,1975/11/13,8602,MEBENDAZOL GAL 100mg TABLETA,A,Mebendazol 100 mg.,Mebendazol,100 mg.,TABLETA,"PROCAPS, S.A. DE C.V.",,,,,
